pydi_id,player_name,positions_position,clubs_club,nationality,matches_played_3s,minutes_played_3s,goals_3s,assists_3s,penalty_goals_3s,tackles_won_percentage_3s,goals_per_shot_3s,pass_completion_percentage_3s,save_percentage_3s,clean_sheet_percentage_3s,penalty_save_percentage_3s
left_000382,Alieu Njie,FW,Torino,SWE,1,4,0,0,0,0,0,0,0,0,0
left_000383,Alimami Gory,"FW,MF",Paris FC,MLI,4,133,1,0,0,100,0.5,90.62,0,0,0
left_000384,Aliou Badara Baldé,"FW,DF",Nice,GUI,7,69,0,0,0,25,0,50,0,0,0
left_000385,Alioune Ndour,"FW,DF, FW,MF","Zulte Waregem, Estrela",SEN,33,1367,6,5,0,90.48,0.14,56.62,0,0,0
left_000386,Alireza Jahanbakhsh,"FW,MF, FW","Heerenveen, Feyenoord",IRN,63,3131,8,11,1,57.33,0.07,66.59,0,0,0
left_000387,Alisson,GK,Liverpool,BRA,71,6390,0,1,0,0,0,85.54,71.32,33.8,25
left_000388,Aljoscha Kemlein,MF,Union Berlin,GER,5,75,0,0,0,100,0,81.82,0,0,0
left_000389,Allahyar Sayyadmanesh,"FW,MF",Westerlo,IRN,33,2194,6,5,2,71.79,0.09,59.62,0,0,0
left_000390,Allan Nyom,FW,Getafe,CMR,1,14,0,0,0,0,0,16.67,0,0,0
left_000391,Allan Saint-Maximin,FW,Newcastle Utd,FRA,25,1120,1,5,0,30,0.04,70.69,0,0,0
left_000392,Allano,"FW,MF",Santa Clara,BRA,20,1132,1,0,1,81.25,0.1,66.33,0,0,0
left_000393,Almamy Touré,DF,Eint Frankfurt,MLI,7,398,0,1,0,53.85,0,81.03,0,0,0
left_000394,Almeida,DF,Estrela,BRA,7,486,0,1,0,83.33,0,77.02,0,0,0
left_000395,Almoatasem Al Musrati,MF,"Hellas Verona, Braga",LBY,41,3168,6,2,2,56.32,0.13,83.93,0,0,0
left_000396,Alois Confais,"MF,FW",Le Havre,FRA,2,7,0,0,0,100,0,77.78,0,0,0
left_000397,Alois Oroz,DF,Vitesse,CRO,43,2909,2,0,0,70.83,0.08,78.08,0,0,0
left_000398,Alonso Aceves,DF,Pachuca,MEX,21,1643,1,0,0,58.14,0.08,81.45,0,0,0
left_000399,Alonso Escoboza,"DF,MF, DF","Cruz Azul, Mazatlán",MEX,47,1727,3,1,0,78.95,0.12,68.37,0,0,0
left_000400,Alonso Ramírez,MF,Atlas,MEX,2,53,0,0,0,33.33,0,81.82,0,0,0
left_000401,Alonzo Engwanda,MF,Utrecht,BEL,21,1270,0,0,0,71.11,0,83.76,0,0,0
left_000402,Alou Kuol,FW,Stuttgart,AUS,1,5,0,0,0,0,0,100,0,0,0
left_000403,Alouis Diriken,MF,Sint-Truiden,BEL,2,147,0,0,0,0,0,86.05,0,0,0
left_000404,Aloísio Souza Genézio,MF,Estrela,BRA,24,1491,0,1,0,68.18,0,76.73,0,0,0
left_000405,Alpha Touré,"DF,MF",Metz,SEN,6,192,0,0,0,83.33,0,84.68,0,0,0
left_000406,Alphadjo Cissè,FW,Hellas Verona,ITA,1,8,0,0,0,0,0,100,0,0,0
left_000407,Alphonse Areola,GK,West Ham,FRA,38,3188,0,0,0,100,0,65.8,70.89,13.16,22.22
left_000408,Alphonso Davies,DF,Bayern Munich,CAN,55,4107,3,9,0,56.52,0.09,87.29,0,0,0
left_000409,Altay Bayındır,GK,Manchester Utd,TUR,6,540,0,0,0,0,0,63.54,54.17,0,0
left_000410,Alysson Silva,DF,Santa Clara,BRA,2,163,0,0,0,100,0,90.35,0,0,0
left_000411,Alán Bautista,"MF,FW, MF",Pachuca,MEX,37,1662,5,2,0,66.67,0.17,78.31,0,0,0
left_000412,Alán Montes,DF,Necaxa,MEX,52,3926,4,1,0,64.89,0.11,75.05,0,0,0
left_000413,Amad Diallo,"FW,MF, DF,MF",Manchester Utd,CIV,14,747,1,1,0,45,0.05,87.95,0,0,0
left_000414,Amadou Ba-Sy,"FW,MF",Vizela,FRA,7,119,0,0,0,100,0,64,0,0,0
left_000415,Amadou Dante,"DF,MF",Arouca,MLI,16,1059,0,0,0,66.67,0,75.76,0,0,0
left_000416,Amadou Diallo,MF,Newcastle Utd,ENG,1,1,0,0,0,0,0,100,0,0,0
left_000417,Amadou Diawara,MF,Anderlecht,GUI,33,2151,1,1,0,67.92,0.07,83.39,0,0,0
left_000418,Amadou Haidara,MF,RB Leipzig,MLI,52,2956,4,2,0,56.72,0.1,83.57,0,0,0
left_000419,Amadou Keita,"MF,FW",Eupen,GUI,24,1363,1,1,0,66.67,0.07,81.12,0,0,0
left_000420,Amadou Koné,MF,Reims,MLI,16,475,0,0,0,61.54,0,79.69,0,0,0
left_000421,Amadou Onana,MF,"Everton, Aston Villa",BEL,65,4732,3,2,0,56.46,0.05,83.72,0,0,0
left_000422,Amady Camara,"MF,FW",Nantes,MLI,5,119,0,0,0,100,0,64.29,0,0,0
left_000423,Amando Lapage,DF,"Westerlo, Anderlecht",BEL,3,123,0,0,0,25,0,81.32,0,0,0
left_000424,Amar Ahmed,"FW,MF, FW","Troyes, Willem II",SWE,23,723,1,0,0,41.67,0.07,70.19,0,0,0
left_000425,Amara Conde,MF,Heerenveen,GER,15,734,0,1,0,75,0,83.56,0,0,0
left_000426,Amari'i Bell,DF,Luton Town,JAM,21,1720,0,0,0,66,0,77.25,0,0,0
left_000427,Amath,"MF,FW, FW,MF",Mallorca,SEN,43,1621,2,0,0,65.79,0.06,70.63,0,0,0
left_000428,Amaury Escoto,"FW,MF","Puebla, FC Juárez",MEX,23,682,3,1,0,25,0.17,66.93,0,0,0
left_000429,Amaury García,"MF,FW",Cruz Azul,MEX,5,22,0,0,0,0,0,78.57,0,0,0
left_000430,Amaury Morales,"MF,FW, FW,MF",Cruz Azul,MEX,29,670,1,3,0,71.43,0.08,87.89,0,0,0
left_000431,Ameen Al-Dakhil,DF,"Sint-Truiden, Burnley, Stuttgart",BEL,30,2455,1,0,0,61.76,0.08,82.84,0,0,0
left_000432,Amin Sarr,"FW,MF, FW","Heerenveen, Hellas Verona, Lyon, Wolfsburg",SWE,55,2868,6,5,0,63.33,0.08,74.37,0,0,0
left_000433,Amin Younes,"FW,MF",Utrecht,GER,10,337,0,2,0,55.56,0,81.54,0,0,0
left_000434,Amine Adli,"MF,FW, FW,MF","Leverkusen, Bournemouth",MAR,54,2484,9,9,0,45.45,0.14,77.23,0,0,0
left_000435,Amine Benchaib,MF,Kortrijk,MAR,3,71,0,0,0,50,0,66.67,0,0,0
left_000436,Amine Boukamir,MF,Charleroi,MAR,1,11,0,0,0,0,0,66.67,0,0,0
left_000437,Amine Boutrah,FW,Vitesse,FRA,29,1822,3,2,0,68.75,0.07,80.19,0,0,0
left_000438,Amine El Ouazzani,FW,Braga,MAR,33,1604,7,1,0,58.82,0.18,71.07,0,0,0
left_000439,Amine Gouiri,"FW,MF","Marseille, Rennes, Nice",ALG,72,5167,22,6,0,57.58,0.13,79.99,0,0,0
left_000440,Amine Harit,"MF,FW",Marseille,MAR,38,2336,1,2,0,58.82,0.03,83.75,0,0,0
left_000441,Amine Lachkar,MF,Willem II,NED,23,1741,0,0,0,59.65,0,86.7,0,0,0
left_000442,Amine Messoussa,FW,Lille,ALG,1,1,0,0,0,0,0,0,0,0,0
left_000443,Amine Oudrhiri,MF,"Rio Ave, Estrela",MAR,72,4372,1,0,0,63.77,0.07,88.75,0,0,0
left_000444,Amine Salama,"FW,MF, FW","Angers, Reims",FRA,36,1562,3,1,0,81.82,0.1,72.08,0,0,0
left_000445,Amir Ismaïl,FW,Heerenveen,NED,1,13,0,0,0,0,0,60,0,0,0
left_000446,Amir Richardson,MF,Reims,MAR,28,1352,3,1,0,69.7,0.18,82.03,0,0,0
left_000447,Amir Rrahmani,DF,Napoli,KVX,61,5228,5,1,0,69.57,0.1,90.61,0,0,0
left_000448,Amirhossein Hosseinzadeh,"MF,FW",Charleroi,IRN,23,1097,2,2,0,64.29,0.09,80.79,0,0,0
left_000449,Amos Pieper,DF,Werder Bremen,GER,36,2547,2,1,0,65,0.13,77.21,0,0,0
left_000450,Amourrichio Van Axel Dongen,FW,Ajax,NED,3,55,0,0,0,0,0,60,0,0,0
left_000451,Anan Khalaili,"DF,FW",Union SG,ISR,24,1500,1,2,0,61.02,0.03,69.55,0,0,0
left_000452,Anas Ouahim,"MF,FW",Heracles Almelo,GER,18,1219,2,1,0,56.76,0.08,78.04,0,0,0
left_000453,Anas Tahiri,MF,"Heerenveen, Almere City",BEL,82,5538,5,10,4,58.57,0.18,88.3,0,0,0
left_000454,Anass Salah-Eddine,"MF,DF, DF,MF, DF","Ajax, Twente",NED,44,2239,2,4,0,67.65,0.11,83.06,0,0,0
left_000455,Anass Zaroury,"FW,MF, FW","Charleroi, Burnley",MAR,11,386,2,0,0,0,0.29,69.54,0,0,0
left_000456,Anastasios Douvikas,FW,"Como, Utrecht, Celta Vigo",GRE,71,3471,27,5,3,60,0.24,65.91,0,0,0
left_000457,Anatolii Trubin,GK,Benfica,UKR,60,5400,0,0,0,100,0,84.36,72.86,43.33,50
left_000458,Ander Barrenetxea,"FW,DF, FW,MF, MF,FW",Real Sociedad,ESP,59,2875,8,5,0,67.24,0.11,71.55,0,0,0
left_000459,Ander Capa,DF,Athletic Club,ESP,7,109,0,0,0,100,0,81.32,0,0,0
left_000460,Ander Guevara,MF,"Alavés, Real Sociedad",ESP,49,3310,2,0,0,53.12,0.11,76.72,0,0,0
left_000461,Ander Herrera,MF,Athletic Club,ESP,40,1727,0,4,0,67.74,0,84.15,0,0,0
left_000462,Ander Martin,"MF,FW",Real Sociedad,ESP,3,41,0,0,0,100,0,50,0,0,0
left_000463,Anders Dreyer,"FW,MF, FW",Anderlecht,DEN,60,4787,22,15,3,51.43,0.15,71.13,0,0,0
left_000464,Anderson,"FW,MF, FW","Portimonense, Vitória",BRA,36,1726,4,0,0,28.57,0.06,68.62,0,0,0
left_000465,Anderson Carvalho,MF,Santa Clara,BRA,11,491,0,0,0,42.11,0,73.16,0,0,0
left_000466,Anderson Cordeiro,"MF,FW",Casa Pia,BRA,2,24,0,0,0,100,0,60,0,0,0
left_000467,Anderson Duarte,"MF,FW, FW,MF","Mazatlán, Toluca",URU,16,719,2,1,0,64.71,0.17,75,0,0,0
left_000468,Anderson Jesus,DF,Vizela,BRA,59,5156,3,0,0,71.88,0.11,82.56,0,0,0
left_000469,Anderson Santamaría,DF,"Atlas, Santos",PER,67,5150,1,3,0,65.25,0.06,82.69,0,0,0
left_000470,Andi Zeqiri,"MF,FW, FW,MF, FW","Standard Liège, Genk",SUI,45,2451,14,2,5,50,0.14,69.43,0,0,0
left_000471,Andoni Gorosabel,DF,"Alavés, Athletic Club, Real Sociedad",ESP,66,4631,1,0,0,64.76,0.03,81.86,0,0,0
left_000472,Andre Brooks,"MF,DF",Sheffield Utd,ENG,20,938,0,0,0,59.09,0,75.38,0,0,0
left_000473,Andre-Frank Zambo Anguissa,MF,Napoli,CMR,75,6229,4,8,0,57.98,0.04,87.45,0,0,0
left_000474,Andrea Barberis,MF,Monza,ITA,9,338,0,1,0,28.57,0,84.34,0,0,0
left_000475,Andrea Belotti,FW,"Roma, Cagliari, Benfica, Fiorentina",ITA,77,3419,11,4,1,45.71,0.11,69.18,0,0,0
left_000476,Andrea Cambiaso,"DF, DF,FW","Bologna, Juventus",ITA,69,4804,2,6,0,62.62,0.04,83.91,0,0,0
left_000477,Andrea Carboni,DF,Monza,ITA,25,1654,1,0,0,58.54,0.05,84.85,0,0,0
left_000478,Andrea Colpani,"MF,FW, MF",Monza,ITA,65,3605,12,5,0,61.54,0.13,77.05,0,0,0
left_000479,Andrea Consigli,GK,Sassuolo,ITA,70,6300,0,0,0,0,0,73.93,56.88,17.14,9.09
left_000480,Andrea Conti,DF,Sampdoria,ITA,1,23,0,0,0,0,0,54.55,0,0,0
left_000481,Andrea Ferraris,MF,Monza,ITA,1,10,0,0,0,100,0,100,0,0,0
left_000482,Andrea Ghion,"FW,MF",Sassuolo,ITA,1,10,0,0,0,100,0,50,0,0,0
left_000483,Andrea Librici,FW,Sint-Truiden,BEL,1,9,0,0,0,100,0,0,0,0,0
left_000484,Andrea Petagna,FW,"Cagliari, Monza",ITA,49,2658,5,6,1,63.64,0.09,72.21,0,0,0
left_000485,Andrea Pinamonti,FW,Sassuolo,ITA,76,5744,18,1,3,60,0.11,65.2,0,0,0
left_000486,Andrea Ranocchia,DF,Monza,ITA,1,47,0,0,0,33.33,0,84.21,0,0,0
left_000487,Andrea Sodero,MF,Empoli,ITA,1,5,0,0,0,0,0,0,0,0,0
left_000488,Andreas Bruus,"DF,FW",Troyes,DEN,27,1628,0,2,0,50,0,69.86,0,0,0
left_000489,Andreas Christensen,"DF,MF, DF",Barcelona,DEN,58,4025,3,3,0,67.39,0.12,94.38,0,0,0
left_000490,Andreas Hanche-Olsen,DF,"Mainz 05, Gent",NOR,45,3214,2,4,0,62.12,0.13,75.37,0,0,0
left_000491,Andreas Hountondji,FW,"Standard Liège, St. Pauli",BEN,15,625,4,0,0,0,0.25,60.61,0,0,0
left_000492,Andreas Ivan,MF,Schalke 04,ROU,1,46,0,0,0,0,0,81.82,0,0,0
left_000493,Andreas Jungdal,GK,Westerlo,DEN,8,720,0,0,0,0,0,68.34,62.96,25,50
left_000494,Andreas Luthe,GK,Bochum,GER,1,90,0,0,0,0,0,51.02,25,0,0
left_000495,Andreas Müller,MF,Darmstadt 98,GER,11,349,0,0,0,64.29,0,76.79,0,0,0
left_000496,Andreas Ntoi,DF,Rio Ave,GRE,16,1364,0,0,0,76.19,0,82.7,0,0,0
left_000497,Andreas Pereira,MF,Fulham,BRA,70,5305,7,13,1,48.84,0.06,68.26,0,0,0
left_000498,Andreas Samaris,MF,Rio Ave,GRE,24,1406,0,1,0,44.12,0,83.03,0,0,0
left_000499,Andreas Schjelderup,"FW,MF, FW",Benfica,NOR,21,525,1,3,0,66.67,0.05,81.58,0,0,0
left_000500,Andreas Skov Olsen,"FW,DF, FW","Club Brugge, Wolfsburg",DEN,72,4920,26,13,2,66.04,0.16,75.38,0,0,0
left_000501,Andreas Verstraeten,MF,Antwerp,BEL,10,457,0,0,0,66.67,0,82.67,0,0,0
left_000502,Andrei Girotto,"DF,MF",Nantes,BRA,36,3149,1,1,0,59.84,0.04,82.57,0,0,0
left_000503,Andrei Ratiu,"DF,MF",Rayo Vallecano,ROU,19,1260,0,0,0,40.91,0,80.41,0,0,0
left_000504,Andrej Ilic,FW,"Union Berlin, Lille",SRB,7,459,0,5,0,0,0,61.9,0,0,0
left_000505,Andrej Kramarić,"MF,FW",Hoffenheim,CRO,68,4916,28,10,10,25,0.22,79.23,0,0,0
left_000506,Andres Montaño,"MF,FW, MF","Mazatlán, Cruz Azul",MEX,69,3700,8,3,1,62.32,0.11,77.95,0,0,0
left_000507,Andres Sfait,"DF,MF",Salernitana,ROU,2,23,0,0,0,100,0,66.67,0,0,0
left_000508,Andrew,GK,Gil Vicente FC,BRA,89,7981,0,0,0,100,0,76.59,69.92,25.84,13.33
left_000509,Andrew Gravillon,DF,"Torino, Reims",GLP,20,1350,0,0,0,57.89,0,75.82,0,0,0
left_000510,Andrew Hjulsager,"MF,FW, FW,MF, MF,DF",Gent,DEN,40,2295,2,4,0,73.21,0.04,68.6,0,0,0
left_000511,Andrew Moran,FW,Brighton,IRL,1,12,0,0,0,0,0,50,0,0,0
left_000512,Andrew Omobamidele,DF,"Strasbourg, ""Nottham Forest""",IRL,14,836,0,0,0,30,0,88.4,0,0,0
left_000513,Andrew Robertson,DF,Liverpool,SCO,59,4360,3,10,0,61.64,0.12,80.02,0,0,0
left_000514,Andrey Lunyov,GK,Leverkusen,RUS,1,90,0,0,0,0,0,79.55,50,0,0
left_000515,Andrey Santos,MF,"Strasbourg, ""Nottham Forest"", Chelsea",BRA,17,1013,1,0,0,63.64,0.06,86.61,0,0,0
left_000516,Andrezinho,"FW,MF",Santa Clara,POR,18,539,1,0,0,37.5,0.11,76.92,0,0,0
left_000517,Andri Fannar Baldursson,MF,NEC Nijmegen,ISL,11,213,0,0,0,75,0,78.64,0,0,0
left_000518,Andri Guðjohnsen,FW,Gent,ISL,26,1257,4,1,0,66.67,0.19,72.3,0,0,0
left_000519,Andrian Kraev,MF,Casa Pia,BUL,26,1664,1,0,0,52.38,0.09,77.64,0,0,0
left_000520,Andries Noppert,GK,Heerenveen,NED,56,4964,0,1,0,0,0,71.46,65.97,25,0
left_000521,Andrija Bulatović,MF,Lens,MNE,1,2,0,0,0,0,0,33.33,0,0,0
left_000522,Andrija Maksimović,FW,RB Leipzig,SRB,1,1,0,0,0,0,0,0,0,0,0
left_000523,Andrija Vukčević,"DF,MF",FC Juárez,MNE,21,1396,1,0,0,64.29,0.12,72.64,0,0,0
left_000524,Andriy Lunin,GK,Real Madrid,UKR,28,2520,0,0,0,0,0,87.91,72.29,46.43,0
left_000525,Andros Townsend,"MF,FW",Luton Town,ENG,27,1210,1,3,0,61.9,0.05,70.37,0,0,0
left_000526,András Németh,FW,Genk,HUN,15,371,1,1,0,100,0.12,69.47,0,0,0
left_000527,András Schäfer,MF,Union Berlin,HUN,39,2197,1,2,0,50.94,0.03,74.45,0,0,0
left_000528,André,MF,Wolves,BRA,6,353,0,0,0,45.45,0,91.38,0,0,0
