Player,Nation,Squad,Pos,MP_Playing,Min_Playing,Gls,Ast,PK,G_per_Sh_Standard,Cmp_percent_Total,Save_percent,CS_Percent,Save_percent_Penalty,TklW_Percent
Alberto Basso,ITA,['Cremonese'],['MF'],1,16.0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0
Alberto Cerri,ITA,['Empoli'],['FW'],12,545.0,1,0,0,0.1,50.0,0.0,0.0,0.0,100.0
Alberto Dadie,ESP,['Real Sociedad'],['MF'],1,28.0,0,0,0,0.0,42.86,0.0,0.0,0.0,50.0
Alberto Del Moral,ESP,['Villarreal'],['MF'],1,5.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Alberto Dossena,ITA,['Cagliari'],['DF'],35,2977.0,2,4,0,0.08,79.85,0.0,0.0,0.0,63.64
Alberto García Jr.,MEX,['Querétaro'],"['MF,FW', 'FW,MF']",8,48.0,0,0,0,0.0,55.88,0.0,0.0,0.0,0.0
Alberto Grassi,ITA,"['Empoli', 'Cremonese']",['MF'],57,3277.0,0,1,0,0.0,81.4,0.0,0.0,0.0,69.35
Alberto Herrera,MEX,['Puebla'],"['MF,DF', 'DF,MF', 'MF,FW']",41,1833.0,2,2,0,0.07,72.16,0.0,0.0,0.0,48.72
Alberto Joshimar Acosta,MEX,['FC Juárez'],['DF'],14,913.0,0,0,0,0.0,80.27,0.0,0.0,0.0,53.33
Alberto Marí,ESP,['Valencia'],"['FW,MF', 'FW']",21,362.0,2,1,1,0.25,56.79,0.0,0.0,0.0,50.0
Alberto Moleiro,ESP,"['Villarreal', 'Las Palmas']","['MF,FW', 'FW,MF']",35,2128.0,4,3,0,0.1,79.43,0.0,0.0,0.0,50.0
Alberto Moreno,ESP,['Villarreal'],['DF'],51,2780.0,2,3,0,0.06,81.41,0.0,0.0,0.0,61.11
Alberto Ocejo,MEX,"['Atlas', 'Santos']",['FW'],27,1047.0,1,2,0,0.03,69.14,0.0,0.0,0.0,55.56
Alberto Perea,ESP,"['Cádiz', 'Granada']","['MF,FW', 'MF']",3,47.0,0,0,0,0.0,84.21,0.0,0.0,0.0,0.0
Alberto Reina,ESP,['Oviedo'],['MF'],6,325.0,1,0,0,0.25,81.97,0.0,0.0,0.0,37.5
Alberto Risco,ESP,['Getafe'],['MF'],4,137.0,0,0,0,0.0,82.98,0.0,0.0,0.0,100.0
Alberto Soro,ESP,"['Vizela', 'Granada']","['FW,MF', 'MF']",22,911.0,4,1,0,0.22,75.79,0.0,0.0,0.0,61.9
Alberto costa,POR,['Vitória'],['DF'],11,690.0,0,2,0,0.0,75.19,0.0,0.0,0.0,66.67
Albian Hajdari,SUI,['Hoffenheim'],['DF'],4,275.0,0,0,0,0.0,80.12,0.0,0.0,0.0,66.67
Albin Ekdal,SWE,['Spezia'],['MF'],31,1734.0,0,2,0,0.0,77.49,0.0,0.0,0.0,54.05
Aldahir Perez,MEX,['Querétaro'],"['MF', 'DF']",15,722.0,2,0,0,0.17,78.66,0.0,0.0,0.0,63.16
Aldieri Valenzuela,MEX,['Tijuana'],"['FW,MF']",1,33.0,0,0,0,0.0,61.54,0.0,0.0,0.0,0.0
Aldo Cruz,MEX,"['FC Juárez', 'Atlético']","['DF,MF', 'DF']",67,5056.0,1,2,0,0.09,78.39,0.0,0.0,0.0,62.03
Aldo Llanas,0,['Toluca'],['MF'],2,2.0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0
Aldo López,MEX,['Santos'],"['MF', 'MF,DF']",80,4720.0,4,2,0,0.1,90.18,0.0,0.0,0.0,59.41
Aldo Rocha,MEX,['Atlas'],['MF'],82,6709.0,7,1,1,0.09,86.17,0.0,0.0,0.0,56.0
Alec Van Hoorenbeeck,BEL,"['Mechelen', 'Twente']",['DF'],65,3520.0,2,0,0,0.11,81.33,0.0,0.0,0.0,62.12
Aleix Febas,ESP,['Elche'],['MF'],7,630.0,0,0,0,0.0,91.74,0.0,0.0,0.0,73.33
Aleix García,ESP,"['Girona', 'Leverkusen']",['MF'],72,5942.0,4,11,0,0.05,85.99,0.0,0.0,0.0,55.06
Aleix Garrido,ESP,['Barcelona'],['FW'],1,7.0,0,0,0,0.0,66.67,0.0,0.0,0.0,50.0
Aleix Vidal,ESP,['Espanyol'],"['MF,FW']",25,1025.0,0,3,0,0.0,72.66,0.0,0.0,0.0,45.45
Alejandro Alfaro,ESP,['Elche'],['MF'],1,15.0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0
Alejandro Alvarado Jr.,USA,['Vizela'],"['FW,MF']",5,71.0,0,0,0,0.0,52.63,0.0,0.0,0.0,0.0
Alejandro Andrade,MEX,['Necaxa'],"['MF', 'MF,DF']",35,1411.0,3,0,0,0.25,75.41,0.0,0.0,0.0,54.35
Alejandro Arribas,ESP,['FC Juárez'],['DF'],26,2068.0,0,0,0,0.0,82.52,0.0,0.0,0.0,55.26
Alejandro Balde,ESP,['Barcelona'],['DF'],54,4068.0,1,7,0,0.04,87.74,0.0,0.0,0.0,66.15
Alejandro Francés,ESP,['Girona'],['DF'],4,236.0,0,0,0,0.0,72.06,0.0,0.0,0.0,100.0
Alejandro Garnacho,ARG,"['Manchester Utd', 'Chelsea']","['FW,MF', 'FW']",56,3146.0,10,6,0,0.08,75.66,0.0,0.0,0.0,62.96
Alejandro Gómez,MEX,"['Atlas', 'Tijuana']","['DF,MF', 'DF']",41,3012.0,0,5,0,0.0,78.75,0.0,0.0,0.0,53.62
Alejandro Marqués,VEN,['Estoril'],['FW'],79,3708.0,23,1,5,0.26,72.57,0.0,0.0,0.0,71.43
Alejandro Martínez,ARG,['Tijuana'],"['MF,FW', 'DF,FW']",31,1874.0,3,1,0,0.08,59.81,0.0,0.0,0.0,54.55
Alejandro Mayorga,MEX,"['Cruz Azul', 'Necaxa', 'Guadalajara']",['DF'],58,3482.0,1,3,0,0.05,73.88,0.0,0.0,0.0,60.76
Alejandro Organista,MEX,['Atlético'],"['FW,MF']",2,25.0,0,0,0,0.0,63.64,0.0,0.0,0.0,0.0
Alejandro Pozo Pozo,ESP,['Almería'],"['DF,MF', 'DF']",51,2856.0,0,3,0,0.0,73.29,0.0,0.0,0.0,55.36
Alejandro Rego,ESP,['Athletic Club'],['MF'],3,35.0,0,0,0,0.0,78.26,0.0,0.0,0.0,66.67
Alejandro Revuelta Montero,ESP,['Getafe'],['DF'],1,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Alejandro Zendejas,USA,['América'],"['FW,MF']",85,5590.0,24,19,0,0.16,81.56,0.0,0.0,0.0,69.17
Alejo Véliz,ARG,"['Sevilla', 'Tottenham']",['FW'],14,85.0,1,0,0,0.25,56.25,0.0,0.0,0.0,0.0
Alek Álvarez,MEX,"['Necaxa', 'UNAM']","['DF,MF', 'DF']",13,484.0,0,1,0,0.0,78.75,0.0,0.0,0.0,71.43
Aleksa Terzić,SRB,['Fiorentina'],['DF'],22,935.0,1,1,0,0.1,80.39,0.0,0.0,0.0,56.25
Aleksandar Boljević,MNE,['Standard Liège'],"['DF,FW']",7,205.0,0,0,0,0.0,59.55,0.0,0.0,0.0,83.33
Aleksandar Busnić,SRB,['Vizela'],"['MF,FW']",19,767.0,0,0,0,0.0,78.98,0.0,0.0,0.0,57.14
Aleksandar Mitrović,SRB,['Fulham'],['FW'],25,2041.0,14,1,4,0.16,60.12,0.0,0.0,0.0,50.0
Aleksandar Pavlovic,GER,['Bayern Munich'],['MF'],23,1450.0,3,2,0,0.33,92.79,0.0,0.0,0.0,53.12
Aleksandar Radovanović,SRB,"['Almería', 'Kortrijk']",['DF'],31,2431.0,0,0,0,0.0,78.7,0.0,0.0,0.0,70.0
Aleksandar Sedlar,SRB,['Alavés'],['DF'],11,946.0,1,0,0,0.25,84.69,0.0,0.0,0.0,71.43
Aleksandr Golovin,RUS,['Monaco'],"['MF,FW', 'FW,MF']",62,4856.0,14,13,0,0.14,73.26,0.0,0.0,0.0,62.96
Aleksei Miranchuk,RUS,"['Torino', 'Atalanta']","['MF,FW', 'MF']",56,3265.0,7,10,0,0.09,76.72,0.0,0.0,0.0,47.83
Alemão,BRA,['Portimonense'],['DF'],32,2730.0,2,0,0,0.2,81.77,0.0,0.0,0.0,71.67
Alen Halilović,CRO,['Fortuna Sittard'],"['MF,FW']",58,3866.0,6,5,1,0.06,78.38,0.0,0.0,0.0,54.17
Alessandro Albanese,BEL,['Oostende'],"['MF,DF']",11,562.0,0,0,0,0.0,73.65,0.0,0.0,0.0,66.67
Alessandro Bastoni,ITA,['Inter'],['DF'],61,4780.0,2,7,0,0.06,84.65,0.0,0.0,0.0,63.04
Alessandro Bianco,ITA,['Fiorentina'],['MF'],7,153.0,0,0,0,0.0,85.9,0.0,0.0,0.0,40.0
Alessandro Buongiorno,ITA,"['Torino', 'Napoli']",['DF'],66,5441.0,4,3,0,0.11,85.24,0.0,0.0,0.0,60.18
Alessandro Ciranni,BEL,['Zulte Waregem'],['DF'],27,2052.0,1,3,0,0.07,69.5,0.0,0.0,0.0,52.05
Alessandro Circati,AUS,['Parma'],['DF'],5,450.0,0,0,0,0.0,85.84,0.0,0.0,0.0,66.67
Alessandro Cortinovis,ITA,['Hellas Verona'],['MF'],1,6.0,0,0,0,0.0,83.33,0.0,0.0,0.0,0.0
Alessandro Deiola,ITA,['Cagliari'],['MF'],32,1951.0,1,0,0,0.04,71.49,0.0,0.0,0.0,55.56
Alessandro Dellavalle,ITA,['Torino'],['DF'],1,15.0,0,0,0,0.0,83.33,0.0,0.0,0.0,0.0
Alessandro Di Pardo,ITA,['Cagliari'],"['DF,MF', 'DF']",16,367.0,0,0,0,0.0,65.91,0.0,0.0,0.0,25.0
Alessandro Florenzi,ITA,['Milan'],['DF'],37,1935.0,1,4,0,0.03,81.78,0.0,0.0,0.0,51.02
Alessandro Marcandalli,ITA,['Genoa'],['DF'],2,135.0,0,0,0,0.0,81.67,0.0,0.0,0.0,0.0
Alessandro Russo,ITA,['Sassuolo'],['GK'],1,90.0,0,0,0,0.0,74.0,57.14,0.0,0.0,0.0
Alessandro Sorrentino,ITA,['Monza'],['GK'],7,548.0,0,0,0,0.0,76.68,50.0,0.0,0.0,0.0
Alessandro Tagle,MEX,['Monterrey'],['DF'],1,61.0,0,0,0,0.0,75.0,0.0,0.0,0.0,0.0
Alessandro Tuia,ITA,['Lecce'],['DF'],7,509.0,0,0,0,0.0,69.61,0.0,0.0,0.0,60.0
Alessandro Vogliacco,ITA,['Genoa'],['DF'],20,1169.0,0,1,0,0.0,78.91,0.0,0.0,0.0,65.22
Alessandro Zanoli,ITA,"['Salernitana', 'Udinese', 'Sampdoria', 'Napoli']","['DF', 'DF,FW']",46,2623.0,2,5,0,0.11,76.26,0.0,0.0,0.0,70.0
Alessio Castro-Montes,BEL,"['Gent', 'Köln', 'Union SG']","['DF,MF', 'DF', 'DF,FW']",67,4817.0,5,9,0,0.1,74.74,0.0,0.0,0.0,65.1
Alessio Cragno,ITA,"['Sassuolo', 'Monza']",['GK'],4,360.0,0,0,0,0.0,74.81,52.63,0.0,0.0,0.0
Alessio Romagnoli,ITA,['Lazio'],['DF'],66,5603.0,2,0,0,0.08,90.85,0.0,0.0,0.0,57.14
Alessio Zerbin,ITA,"['Cremonese', 'Napoli', 'Monza']","['FW,DF', 'FW', 'DF', 'DF,FW']",35,1408.0,0,2,0,0.0,76.5,0.0,0.0,0.0,50.0
Alessio da Cruz,CPV,"['Mechelen', 'Fortuna Sittard']","['MF,FW', 'FW,MF', 'FW']",61,3400.0,8,4,0,0.17,76.07,0.0,0.0,0.0,64.71
Alex Baena,ESP,"['Villarreal', 'Atlético Madrid']","['MF,FW', 'MF']",71,4594.0,8,17,0,0.06,74.62,0.0,0.0,0.0,59.38
Alex Balboa,EQG,['Almere City'],['MF'],10,405.0,1,0,0,0.12,70.16,0.0,0.0,0.0,28.57
Alex Bangura,SLE,['Cambuur'],['DF'],29,2449.0,1,3,0,0.11,77.55,0.0,0.0,0.0,65.85
Alex Cordaz,ITA,['Inter'],['GK'],1,26.0,0,0,0,0.0,55.0,100.0,100.0,0.0,0.0
Alex Ferrari,ITA,"['Sampdoria', 'Cremonese']",['DF'],28,1875.0,0,0,0,0.0,79.1,0.0,0.0,0.0,57.14
Alex Gutiérrez,MEX,['Necaxa'],['MF'],1,5.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Alex Iwobi,NGA,"['Everton', 'Fulham']","['MF,FW', 'FW,MF', 'MF']",77,6251.0,8,11,0,0.07,76.31,0.0,0.0,0.0,54.81
Alex Král,CZE,"['Union Berlin', 'Schalke 04']",['MF'],56,3837.0,0,0,0,0.0,69.5,0.0,0.0,0.0,71.43
Alex Marques,POR,['Boavista'],['DF'],2,99.0,0,0,0,0.0,77.55,0.0,0.0,0.0,100.0
Alex Matos,ENG,['Chelsea'],['MF'],1,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Alex McCarthy,ENG,['Southampton'],['GK'],6,540.0,0,0,0,0.0,60.24,46.67,0.0,0.0,0.0
Alex Mendez,USA,"['FC Juárez', 'Vizela']","['MF,FW', 'FW,MF']",47,1850.0,1,3,0,0.03,76.41,0.0,0.0,0.0,50.0
Alex Meret,ITA,['Napoli'],['GK'],69,6193.0,0,0,0,0.0,86.19,65.7,33.33,42.86,0.0
Alex Mighten,ENG,"[""Nott'ham Forest"", 'Kortrijk']","['MF', 'FW']",11,252.0,0,0,0,0.0,76.79,0.0,0.0,0.0,100.0
Alex Mortensen,SWE,['Groningen'],"['FW,MF']",2,10.0,0,0,0,0.0,50.0,0.0,0.0,0.0,0.0
Alex Murphy,IRL,['Newcastle Utd'],"['DF,FW']",2,13.0,0,0,0,0.0,100.0,0.0,0.0,0.0,100.0
Alex Oxlade-Chamberlain,ENG,['Liverpool'],"['FW,MF']",9,335.0,1,0,0,0.14,70.75,0.0,0.0,0.0,80.0
Alex Padilla,ESP,['UNAM'],['GK'],10,900.0,0,0,0,0.0,71.69,56.41,20.0,0.0,0.0
Alex Sandro,BRA,['Juventus'],['DF'],41,2508.0,1,1,0,0.1,86.14,0.0,0.0,0.0,56.25
Alex Scott,ENG,['Bournemouth'],['MF'],30,1463.0,2,1,0,0.09,77.9,0.0,0.0,0.0,61.54
Alex Sola,ESP,"['Getafe', 'Alavés', 'Real Sociedad']","['FW,MF', 'DF,MF', 'DF', 'FW']",42,1654.0,0,3,0,0.0,68.17,0.0,0.0,0.0,53.33
Alex Telles,BRA,['Sevilla'],['DF'],27,1427.0,0,2,0,0.0,74.45,0.0,0.0,0.0,61.9
Alex Timossi Andersson,SWE,['Heerenveen'],"['FW,MF']",12,260.0,0,0,0,0.0,66.67,0.0,0.0,0.0,50.0
Alexander Bah,DEN,['Benfica'],['DF'],65,4808.0,3,8,0,0.1,78.36,0.0,0.0,0.0,64.38
Alexander Brunst,GER,['Darmstadt 98'],['GK'],3,270.0,0,0,0,0.0,68.67,41.18,0.0,0.0,0.0
Alexander Callens,PER,['Girona'],['DF'],6,120.0,0,0,0,0.0,83.87,0.0,0.0,0.0,100.0
Alexander Djiku,GHA,['Strasbourg'],['DF'],31,2677.0,1,2,0,0.06,80.62,0.0,0.0,0.0,67.92
Alexander Hack,GER,['Mainz 05'],['DF'],19,1132.0,0,0,0,0.0,73.38,0.0,0.0,0.0,60.0
Alexander Isak,SWE,"['Liverpool', 'Newcastle Utd', 'Real Sociedad']",['FW'],56,4036.0,32,3,7,0.25,76.21,0.0,0.0,0.0,40.0
Alexander Jakobsen,EGY,['RKC Waalwijk'],"['FW,MF']",5,70.0,0,0,0,0.0,62.86,0.0,0.0,0.0,100.0
Alexander Meyer,GER,['Dortmund'],['GK'],15,1325.0,0,0,0,0.0,84.47,66.1,26.67,0.0,100.0
Alexander Nübel,GER,"['Monaco', 'Stuttgart']",['GK'],73,6570.0,0,0,0,0.0,78.69,70.9,30.14,0.0,100.0
Alexander Prass,AUT,['Hoffenheim'],"['FW,MF']",6,183.0,0,0,0,0.0,73.97,0.0,0.0,0.0,50.0
Alexander Røssing-Lelesiit,NOR,['Hamburger SV'],"['FW,MF']",4,185.0,0,0,0,0.0,83.33,0.0,0.0,0.0,40.0
Alexander Schmidt,AUT,['Vizela'],['FW'],10,321.0,0,0,0,0.0,56.58,0.0,0.0,0.0,100.0
Alexander Schwolow,GER,"['Union Berlin', 'Schalke 04']",['GK'],24,2125.0,0,0,0,0.0,67.04,58.33,8.33,0.0,0.0
Alexander Sørloth,NOR,"['RB Leipzig', 'Villarreal', 'Atlético Madrid', 'Real Sociedad']",['FW'],75,5168.0,37,9,0,0.25,71.27,0.0,0.0,0.0,50.0
Alexandre Alemão,BRA,['Rayo Vallecano'],['FW'],4,200.0,0,0,0,0.0,62.86,0.0,0.0,0.0,0.0
Alexandre Brito,POR,['Sporting CP'],"['MF,DF']",2,89.0,0,0,0,0.0,90.91,0.0,0.0,0.0,60.0
Alexandre Coeff,FRA,['Auxerre'],['DF'],7,586.0,0,1,0,0.0,81.3,0.0,0.0,0.0,50.0
Alexandre De Bruyn,BEL,['Kortrijk'],"['MF,FW']",4,121.0,0,0,0,0.0,92.98,0.0,0.0,0.0,100.0
Alexandre Guedes,POR,['Paços de Ferreira'],['FW'],16,791.0,1,1,1,0.05,68.46,0.0,0.0,0.0,71.43
Alexandre Lacazette,FRA,['Lyon'],['FW'],64,5222.0,46,7,8,0.28,71.58,0.0,0.0,0.0,56.45
Alexandre Letellier,FRA,['Paris S-G'],['GK'],1,11.0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0
Alexandre Miguel Barros Soares,POR,['Estoril'],['MF'],6,249.0,0,0,0,0.0,71.43,0.0,0.0,0.0,44.44
Alexandre Oukidja,ALG,['Metz'],['GK'],34,2987.0,0,0,0,0.0,51.2,69.19,17.65,0.0,50.0
Alexandre Penetra,POR,"['AZ Alkmaar', 'Famalicão']",['DF'],85,6862.0,2,3,0,0.04,84.48,0.0,0.0,0.0,68.24
Alexandre Pinto,POR,"['Gil Vicente FC', 'Arouca']",['DF'],28,1887.0,0,1,0,0.0,70.54,0.0,0.0,0.0,70.45
Alexandre Sola,AND,['Estrela'],['MF'],1,21.0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0
Alexandre Stanic,BEL,"['Charleroi', 'Antwerp']","['FW,MF', 'FW']",2,14.0,0,0,0,0.0,80.0,0.0,0.0,0.0,0.0
Alexandro Calut,BEL,['Standard Liège'],"['DF,MF']",10,219.0,0,0,0,0.0,77.05,0.0,0.0,0.0,33.33
Alexei Dominguez,MEX,['Pachuca'],"['FW,MF']",28,970.0,0,2,0,0.0,73.13,0.0,0.0,0.0,84.85
Alexis Beka Beka,FRA,['Nice'],"['MF,DF']",14,545.0,0,0,0,0.0,77.89,0.0,0.0,0.0,31.25
Alexis Blin,FRA,['Lecce'],['MF'],66,4018.0,1,2,0,0.03,82.49,0.0,0.0,0.0,56.86
Alexis Canelo,ARG,['Tijuana'],['FW'],37,3120.0,6,3,2,0.08,63.51,0.0,0.0,0.0,65.12
Alexis Claude-Maurice,FRA,"['Augsburg', 'Lens', 'Nice']","['MF,FW', 'FW,MF', 'MF', 'FW']",43,1342.0,5,3,0,0.13,81.88,0.0,0.0,0.0,53.33
Alexis De Sart,BEL,['RWDM'],['MF'],7,484.0,0,2,0,0.0,67.61,0.0,0.0,0.0,60.0
Alexis Flips,FRA,"['Charleroi', 'Reims', 'Anderlecht']","['FW,MF', 'FW']",56,2638.0,4,6,0,0.05,67.58,0.0,0.0,0.0,54.79
Alexis Francisco Peña,MEX,['Necaxa'],['DF'],88,7602.0,4,1,0,0.12,81.15,0.0,0.0,0.0,61.02
Alexis Gutiérrez,MEX,['Cruz Azul'],"['MF,FW', 'MF']",60,3074.0,3,6,0,0.08,82.81,0.0,0.0,0.0,58.97
Alexis Mac Allister,ARG,"['Brighton', 'Liverpool']",['MF'],73,5785.0,15,8,7,0.12,86.3,0.0,0.0,0.0,55.75
Alexis Saelemaekers,BEL,"['Bologna', 'Milan']","['FW,DF', 'FW,MF', 'DF,MF']",65,3704.0,7,6,0,0.1,78.12,0.0,0.0,0.0,65.82
Alexis Sánchez,CHI,"['Marseille', 'Inter', 'Sevilla']","['FW,MF']",62,3674.0,17,9,3,0.21,73.64,0.0,0.0,0.0,69.44
Alexis Tibidi,FRA,['Troyes'],"['FW,MF']",3,74.0,0,0,0,0.0,82.61,0.0,0.0,0.0,100.0
Alexis Vega,MEX,"['Guadalajara', 'Toluca']","['FW,MF', 'FW']",80,5904.0,25,22,3,0.12,75.1,0.0,0.0,0.0,68.04
Alexis Vossah,FRA,['Toulouse'],['MF'],3,59.0,1,0,0,0.5,78.26,0.0,0.0,0.0,0.0
Alexsandro Ribeiro,BRA,['Lille'],['DF'],54,4146.0,3,0,0,0.08,89.83,0.0,0.0,0.0,62.86
Alfa Semedo,GNB,['Vitória'],['MF'],1,26.0,0,0,0,0.0,100.0,0.0,0.0,0.0,100.0
Alfie Devine,ENG,['Westerlo'],['MF'],21,1606.0,4,0,0,0.1,76.26,0.0,0.0,0.0,60.87
Alfie Doughty,ENG,['Luton Town'],['DF'],37,2925.0,2,8,0,0.08,66.49,0.0,0.0,0.0,63.49
Alfie Gilchrist,ENG,['Chelsea'],['DF'],11,207.0,1,0,0,0.2,85.82,0.0,0.0,0.0,0.0
Alfon,ESP,['Sevilla'],"['FW,DF']",3,163.0,1,0,0,0.2,77.5,0.0,0.0,0.0,0.0
Alfons Sampsted,ISL,['Twente'],['DF'],36,1998.0,0,2,0,0.0,81.61,0.0,0.0,0.0,60.42
Alfonso,MOZ,['Oostende'],['MF'],20,1297.0,0,0,0,0.0,72.12,0.0,0.0,0.0,69.57
Alfonso Alvarado,MEX,"['Monterrey', 'León']","['MF,FW', 'FW,MF']",80,3330.0,11,4,0,0.11,72.59,0.0,0.0,0.0,65.96
Alfonso Blanco Antúnez,MEX,['León'],['GK'],28,2520.0,0,0,0,0.0,76.54,76.26,25.0,0.0,100.0
Alfonso Emilio Sánchez,MEX,['Mazatlán'],"['MF,FW']",20,647.0,2,0,0,0.2,75.65,0.0,0.0,0.0,52.0
Alfonso Espino,URU,"['Rayo Vallecano', 'Cádiz']",['DF'],71,5720.0,0,5,0,0.0,69.26,0.0,0.0,0.0,65.58
Alfonso González,MEX,"['Monterrey', 'Pachuca']","['MF,FW', 'FW,MF']",73,3852.0,17,13,0,0.15,73.85,0.0,0.0,0.0,61.68
Alfonso Pedraza,ESP,['Villarreal'],"['DF,MF', 'DF']",50,2923.0,1,6,0,0.03,76.5,0.0,0.0,0.0,60.0
Alfonso Trezza,URU,['Arouca'],"['FW,MF']",57,3260.0,5,2,0,0.09,66.83,0.0,0.0,0.0,70.97
Alfred Duncan,GHA,['Fiorentina'],['MF'],55,2991.0,3,5,0,0.09,77.77,0.0,0.0,0.0,60.38
Alfredo Gutierrez,MEX,['Necaxa'],['DF'],1,82.0,0,0,0,0.0,73.91,0.0,0.0,0.0,75.0
Alfredo Talavera,MEX,['FC Juárez'],['GK'],51,4529.0,0,0,0,0.0,73.48,68.09,11.76,0.0,0.0
Alfreð Finnbogason,ISL,['Eupen'],['FW'],27,1123.0,1,3,0,0.04,62.81,0.0,0.0,0.0,40.0
Alhassan Yusuf,NGA,['Antwerp'],"['MF', 'MF,DF']",43,2666.0,0,3,0,0.0,83.7,0.0,0.0,0.0,64.04
Ali Abdi,TUN,['Nice'],['DF'],1,45.0,0,0,0,0.0,76.47,0.0,0.0,0.0,0.0
Ali Akman,TUR,['Dender'],"['FW,MF']",4,44.0,1,0,0,1.0,69.57,0.0,0.0,0.0,66.67
Ali Alipour,IRN,['Gil Vicente FC'],"['FW,MF', 'FW']",34,1331.0,4,1,1,0.14,65.92,0.0,0.0,0.0,46.67
Ali Gholizadeh,IRN,['Charleroi'],"['MF,FW']",20,971.0,1,1,0,0.04,73.88,0.0,0.0,0.0,42.86
Ali Houary,MAR,['Elche'],['MF'],2,123.0,0,0,0,0.0,87.04,0.0,0.0,0.0,50.0
Ali Jasim,IRQ,['Almere City'],"['FW,MF']",11,437.0,1,0,0,0.09,82.78,0.0,0.0,0.0,75.0
Ali Maamar,MAR,['Anderlecht'],"['DF,MF']",6,425.0,0,0,0,0.0,80.0,0.0,0.0,0.0,50.0
Ali Ávila,MEX,"['Monterrey', 'UNAM']","['FW,MF', 'FW']",26,603.0,3,0,0,0.2,73.38,0.0,0.0,0.0,57.14
Alidu Seidu,GHA,"['Rennes', 'Clermont Foot']",['DF'],57,4380.0,0,2,0,0.0,84.17,0.0,0.0,0.0,60.91
Alieu Fadera,GAM,"['Sassuolo', 'Zulte Waregem', 'Genk']","['FW,DF', 'FW,MF', 'MF']",57,4016.0,10,8,0,0.14,70.74,0.0,0.0,0.0,66.88
Alieu Njie,SWE,['Torino'],['FW'],1,4.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Alimami Gory,MLI,['Paris FC'],"['FW,MF']",4,133.0,1,0,0,0.5,90.62,0.0,0.0,0.0,100.0
Aliou Badara Baldé,GUI,['Nice'],"['FW,DF']",7,69.0,0,0,0,0.0,50.0,0.0,0.0,0.0,25.0
Alioune Ndour,SEN,"['Zulte Waregem', 'Estrela']","['FW,DF', 'FW,MF']",33,1367.0,6,5,0,0.14,56.62,0.0,0.0,0.0,90.48
Alireza Jahanbakhsh,IRN,"['Heerenveen', 'Feyenoord']","['FW,MF', 'FW']",63,3131.0,8,11,1,0.07,66.59,0.0,0.0,0.0,57.33
Alisson,BRA,['Liverpool'],['GK'],71,6390.0,0,1,0,0.0,85.54,71.32,33.8,25.0,0.0
Aljoscha Kemlein,GER,['Union Berlin'],['MF'],5,75.0,0,0,0,0.0,81.82,0.0,0.0,0.0,100.0
Allahyar Sayyadmanesh,IRN,['Westerlo'],"['FW,MF']",33,2194.0,6,5,2,0.09,59.62,0.0,0.0,0.0,71.79
Allan Nyom,CMR,['Getafe'],['FW'],1,14.0,0,0,0,0.0,16.67,0.0,0.0,0.0,0.0
Allan Saint-Maximin,FRA,['Newcastle Utd'],['FW'],25,1120.0,1,5,0,0.04,70.69,0.0,0.0,0.0,30.0
Allano,BRA,['Santa Clara'],"['FW,MF']",20,1132.0,1,0,1,0.1,66.33,0.0,0.0,0.0,81.25
Almamy Touré,MLI,['Eint Frankfurt'],['DF'],7,398.0,0,1,0,0.0,81.03,0.0,0.0,0.0,53.85
Almeida,BRA,['Estrela'],['DF'],7,486.0,0,1,0,0.0,77.02,0.0,0.0,0.0,83.33
Almoatasem Al Musrati,LBY,"['Hellas Verona', 'Braga']",['MF'],41,3168.0,6,2,2,0.13,83.93,0.0,0.0,0.0,56.32
Alois Confais,FRA,['Le Havre'],"['MF,FW']",2,7.0,0,0,0,0.0,77.78,0.0,0.0,0.0,100.0
Alois Oroz,CRO,['Vitesse'],['DF'],43,2909.0,2,0,0,0.08,78.08,0.0,0.0,0.0,70.83
Alonso Aceves,MEX,['Pachuca'],['DF'],21,1643.0,1,0,0,0.08,81.45,0.0,0.0,0.0,58.14
Alonso Escoboza,MEX,"['Cruz Azul', 'Mazatlán']","['DF,MF', 'DF']",47,1727.0,3,1,0,0.12,68.37,0.0,0.0,0.0,78.95
Alonso Ramírez,MEX,['Atlas'],['MF'],2,53.0,0,0,0,0.0,81.82,0.0,0.0,0.0,33.33
Alonzo Engwanda,BEL,['Utrecht'],['MF'],21,1270.0,0,0,0,0.0,83.76,0.0,0.0,0.0,71.11
Alou Kuol,AUS,['Stuttgart'],['FW'],1,5.0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0
Alouis Diriken,BEL,['Sint-Truiden'],['MF'],2,147.0,0,0,0,0.0,86.05,0.0,0.0,0.0,0.0
