Player,Nation,Born,Squad,Pos,MP_Playing,Min_Playing,Gls,Ast,G+A,G_minus_PK,PK,PKatt,CrdY,CrdR,xG_Expected,npxG_Expected,xAG_Expected,npxG+xAG_Expected,Sh_Standard,SoT_Standard,FK_Standard,Cmp_Total,Att_Total,xAG,KP,Fls,Fld,Off,Crs,PKwon,PKcon,OG,Tkl_Tackles,TklW_Tackles,Sh_Blocks,Int,Clr,Err,GA,SoTA,Saves,CS,PKatt_Penalty,PKA_Penalty,PKsv_Penalty,PKm_Penalty,Gls_Per,Ast_Per,xG_Per,SoT_percent_Standard,G_per_Sh_Standard,G_per_SoT_Standard,Cmp_percent_Total,GA90,Save_percent,CS_Percent,Save_percent_Penalty
Aboubacar Ali,COM,2006.0,['Strasbourg'],"['MF,FW']",9,130.0,0,1,1,0,0,0,0,0,0.2,0.2,0.1,0.3,4.0,2.0,0.0,22,34,0.1,1,4.0,1.0,0.0,6.0,0.0,0.0,0.0,2,0,0,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.14,50.0,0.0,0.0,64.71,0.0,0.0,0.0,0.0
Aboubaka Soumahoro,FRA,2005.0,['Hamburger SV'],['DF'],1,45.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,20,0.0,0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0
Aboubakary Koita,MTN,1998.0,['Sint-Truiden'],"['MF,FW', 'DF,MF']",57,3632.0,14,4,18,11,3,3,8,2,11.200000000000001,8.8,6.8,15.6,151.0,54.0,23.0,1029,1351,6.8,61,42.0,94.0,2.0,105.0,2.0,1.0,0.0,71,46,2,54,27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.1,0.28,35.76,0.09,0.26,76.17,0.0,0.0,0.0,0.0
Abraham Bass,MEX,2001.0,['Atlas'],"['MF,FW', 'MF']",13,481.0,0,0,0,0,0,0,4,0,0.30000000000000004,0.30000000000000004,0.2,0.5,7.0,0.0,0.0,183,237,0.2,5,11.0,8.0,0.0,3.0,0.0,0.0,0.0,13,10,3,7,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,77.22,0.0,0.0,0.0,0.0
Abraham Flores,MEX,2002.0,['Tijuana'],['DF'],4,162.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,73,0.0,0,4.0,2.0,0.0,2.0,0.0,0.0,0.0,3,2,1,0,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.9,0.0,0.0,0.0,0.0
Abraham Marcus,NGA,2000.0,['Porto'],['FW'],1,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.67,0.0,0.0,0.0,0.0
Abraham Villegas,0,2002.0,['Toluca'],['DF'],6,329.0,1,0,1,1,0,0,1,0,0.3,0.3,0.1,0.4,3.0,1.0,0.0,149,185,0.1,2,4.0,1.0,0.0,5.0,0.0,0.0,0.0,19,13,2,1,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.08,33.33,0.33,1.0,80.54,0.0,0.0,0.0,0.0
Abu Kamara,ENG,2003.0,['Getafe'],"['FW,MF']",3,113.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,25,0.0,0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,2,1,1,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0
Achraf Dari,MAR,1999.0,"['Charleroi', 'Brest']","['DF', 'DF,FW']",27,1755.0,2,0,2,2,0,0,1,0,0.9,0.9,0.0,0.9,9.0,4.0,0.0,717,922,0.0,1,20.0,25.0,2.0,1.0,1.0,1.0,0.0,27,19,12,30,93,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.05,44.44,0.22,0.5,77.77,0.0,0.0,0.0,0.0
Achraf Douiri,NED,1999.0,['Volendam'],"['DF,FW']",20,726.0,0,2,2,0,0,0,3,0,0.30000000000000004,0.30000000000000004,0.7,1.1,8.0,0.0,0.0,211,306,0.7,7,13.0,6.0,1.0,28.0,0.0,0.0,0.0,36,22,4,11,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.04,0.0,0.0,0.0,68.95,0.0,0.0,0.0,0.0
Achraf Hakimi,MAR,1998.0,['Paris S-G'],"['DF,MF', 'DF']",59,4430.0,9,8,17,9,0,0,11,2,8.2,8.2,8.5,16.8,65.0,23.0,10.0,3501,3983,8.5,81,55.0,49.0,9.0,134.0,1.0,1.0,0.0,93,61,6,30,50,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.16,0.17,35.38,0.14,0.39,87.9,0.0,0.0,0.0,0.0
Adalberto Carrasquilla,PAN,1998.0,['UNAM'],['MF'],15,1010.0,1,1,2,0,1,1,4,0,1.7,1.0,1.8,2.8,16.0,4.0,0.0,414,530,1.8,26,20.0,16.0,0.0,17.0,1.0,0.0,0.0,8,7,2,7,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.15,25.0,0.06,0.25,78.11,0.0,0.0,0.0,0.0
Adam Armstrong,ENG,1997.0,['Southampton'],"['FW,MF']",30,1335.0,2,1,3,2,0,0,2,0,2.1,2.1,1.3,3.3,25.0,12.0,0.0,220,302,1.3,11,17.0,9.0,2.0,14.0,0.0,0.0,0.0,14,9,3,5,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.07,0.14,48.0,0.08,0.17,72.85,0.0,0.0,0.0,0.0
Adam Buksa,POL,1996.0,"['Udinese', 'Lens']","['FW,MF', 'FW']",11,204.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,26,45,0.1,3,7.0,2.0,0.0,1.0,0.0,0.0,0.0,3,1,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.78,0.0,0.0,0.0,0.0
Adam Daghim,DEN,2005.0,['Wolfsburg'],"['FW,MF']",3,92.0,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,3.0,0.0,0.0,25,37,0.0,0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,4,3,1,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,67.57,0.0,0.0,0.0,0.0
Adam Dźwigała,POL,1995.0,['St. Pauli'],['DF'],5,335.0,1,0,1,1,0,0,2,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,178,210,0.0,0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,9,8,2,5,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,100.0,1.0,1.0,84.76,0.0,0.0,0.0,0.0
Adam Forshaw,ENG,1991.0,['Leeds United'],['MF'],12,479.0,0,0,0,0,0,0,0,0,0.0,0.0,0.9,0.9,1.0,0.0,0.0,196,244,0.9,8,6.0,5.0,0.0,20.0,0.0,0.0,0.0,12,9,1,4,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.33,0.0,0.0,0.0,0.0
Adam Hložek,CZE,2002.0,['Leverkusen'],"['MF,FW', 'FW,MF']",52,1745.0,7,6,13,7,0,0,3,0,5.800000000000001,5.800000000000001,3.4,9.3,48.0,17.0,2.0,364,484,3.4,27,27.0,27.0,2.0,15.0,0.0,0.0,0.0,19,8,3,8,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.31,0.3,35.42,0.15,0.41,75.21,0.0,0.0,0.0,0.0
Adam Karabec,CZE,2003.0,['Lyon'],['FW'],6,336.0,1,0,1,1,0,0,1,0,1.4,1.4,0.2,1.6,5.0,2.0,0.0,93,122,0.2,4,6.0,7.0,1.0,21.0,0.0,0.0,0.0,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.38,40.0,0.2,0.5,76.23,0.0,0.0,0.0,0.0
Adam Kayed,PLE,2002.0,['NAC Breda'],"['MF,DF']",16,466.0,1,0,1,1,0,0,0,0,0.6,0.6,0.2,0.8,8.0,2.0,0.0,137,181,0.2,6,5.0,0.0,1.0,7.0,0.0,1.0,0.0,18,10,0,3,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.12,25.0,0.12,0.5,75.69,0.0,0.0,0.0,0.0
Adam Kölle,GER,2006.0,['Heidenheim'],"['DF,MF']",2,29.0,1,0,1,1,0,0,1,0,0.4,0.4,0.0,0.4,1.0,1.0,0.0,4,10,0.0,0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.0,1.24,100.0,1.0,1.0,40.0,0.0,0.0,0.0,0.0
Adam Lallana,ENG,1988.0,['Brighton'],"['MF,FW']",41,1572.0,2,2,4,2,0,0,2,0,1.7000000000000002,1.7000000000000002,2.7,4.4,19.0,7.0,0.0,713,826,2.7,29,10.0,18.0,2.0,10.0,0.0,0.0,0.0,17,7,1,5,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.1,36.84,0.11,0.29,86.32,0.0,0.0,0.0,0.0
Adam Marušić,MNE,1992.0,['Lazio'],['DF'],75,6186.0,1,3,4,1,0,0,12,2,1.1,1.1,2.3000000000000003,3.4,24.0,10.0,0.0,3328,3943,2.3000000000000003,20,50.0,26.0,5.0,64.0,0.0,1.0,0.0,89,64,14,70,131,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.02,41.67,0.04,0.1,84.4,0.0,0.0,0.0,0.0
Adam Masina,MAR,1994.0,"['Udinese', 'Torino']",['DF'],35,1967.0,2,0,2,2,0,0,4,0,0.4,0.4,0.4,0.8,8.0,4.0,0.0,955,1159,0.4,6,34.0,7.0,0.0,14.0,0.0,2.0,0.0,34,20,11,24,64,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.02,50.0,0.25,0.5,82.4,0.0,0.0,0.0,0.0
Adam Nhaili,BEL,2005.0,['Sint-Truiden'],"['FW,MF']",8,204.0,0,1,1,0,0,0,0,0,0.1,0.1,0.3,0.4,2.0,2.0,0.0,74,88,0.3,2,4.0,2.0,0.0,5.0,0.0,0.0,0.0,2,1,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.04,100.0,0.0,0.0,84.09,0.0,0.0,0.0,0.0
Adam Obert,SVK,2002.0,['Cagliari'],['DF'],22,1361.0,0,0,0,0,0,0,3,0,0.1,0.1,1.4,1.6,4.0,3.0,0.0,546,687,1.4,8,24.0,4.0,0.0,21.0,0.0,0.0,0.0,29,15,10,30,56,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,75.0,0.0,0.0,79.48,0.0,0.0,0.0,0.0
Adam Ounas,ALG,1996.0,"['Napoli', 'Lille']","['FW,MF', 'FW']",40,1497.0,2,1,3,2,0,0,2,0,2.9,2.9,4.699999999999999,7.699999999999999,36.0,12.0,4.0,554,780,4.699999999999999,39,18.0,41.0,3.0,97.0,2.0,0.0,0.0,24,14,0,14,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.06,0.17,33.33,0.06,0.17,71.03,0.0,0.0,0.0,0.0
Adam Smith,ENG,1991.0,['Bournemouth'],['DF'],68,5297.0,0,3,3,0,0,0,17,0,0.6,0.6,2.9,3.5,7.0,1.0,0.0,1804,2376,2.9,34,62.0,52.0,1.0,89.0,0.0,3.0,0.0,87,52,24,47,153,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,14.29,0.0,0.0,75.93,0.0,0.0,0.0,0.0
Adam Webster,ENG,1995.0,['Brighton'],['DF'],42,3129.0,0,0,0,0,0,0,4,0,2.2,2.2,0.30000000000000004,2.5,26.0,2.0,0.0,2511,2811,0.30000000000000004,11,19.0,9.0,1.0,3.0,0.0,0.0,2.0,36,24,31,35,98,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,7.69,0.0,0.0,89.33,0.0,0.0,0.0,0.0
Adam Wharton,ENG,2004.0,['Crystal Palace'],['MF'],21,1658.0,0,3,3,0,0,0,2,0,0.4,0.4,4.2,4.6,12.0,1.0,0.0,586,752,4.2,31,18.0,23.0,0.0,32.0,0.0,0.0,0.0,51,35,4,23,28,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.02,8.33,0.0,0.0,77.93,0.0,0.0,0.0,0.0
Adama Boiro,ESP,2002.0,['Athletic Club'],['DF'],1,45.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,45,0.0,0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.11,0.0,0.0,0.0,0.0
Adama Bojang,GAM,2004.0,['Reims'],['FW'],9,83.0,0,0,0,0,0,0,1,0,1.3,1.3,0.0,1.3,4.0,1.0,0.0,17,27,0.0,1,4.0,1.0,1.0,1.0,0.0,0.0,0.0,2,1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.41,25.0,0.0,0.0,62.96,0.0,0.0,0.0,0.0
Adama Camara,FRA,1996.0,['Paris FC'],['MF'],6,400.0,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,4.0,0.0,0.0,151,176,0.1,4,5.0,3.0,0.0,1.0,0.0,0.0,0.0,14,9,2,5,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,85.8,0.0,0.0,0.0,0.0
Adama Soumaoro,FRA,1992.0,['Bologna'],['DF'],23,1867.0,0,0,0,0,0,0,5,1,0.3,0.3,0.0,0.3,2.0,1.0,0.0,996,1075,0.0,1,21.0,12.0,0.0,0.0,0.0,0.0,0.0,25,17,13,15,75,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,50.0,0.0,0.0,92.65,0.0,0.0,0.0,0.0
Adama Traoré,ESP,1996.0,"['Fulham', 'Wolves']","['FW,MF', 'FW']",56,2021.0,4,4,8,4,0,0,4,0,2.9,2.9,4.9,7.8,31.0,14.0,0.0,453,678,4.9,34,30.0,39.0,10.0,116.0,0.0,0.0,0.0,18,10,1,4,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.18,0.13,45.16,0.13,0.29,66.81,0.0,0.0,0.0,0.0
Adamo Nagalo,BFA,2002.0,['PSV Eindhoven'],['DF'],6,168.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.2,1.0,0.0,0.0,160,168,0.1,1,3.0,2.0,0.0,0.0,0.0,0.0,0.0,5,3,1,1,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.24,0.0,0.0,0.0,0.0
Adel Mahamoud,COM,2003.0,['Nantes'],['FW'],1,10.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0
Adem Zorgane,ALG,2000.0,['Charleroi'],['MF'],85,7305.0,7,16,23,7,0,1,9,1,6.2,5.4,19.4,24.7,85.0,23.0,5.0,5361,6689,19.4,192,86.0,30.0,5.0,349.0,0.0,1.0,1.0,202,127,29,90,95,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.2,0.08,27.06,0.08,0.3,80.15,0.0,0.0,0.0,0.0
Ademola Lookman,NGA,1997.0,['Atalanta'],"['FW,MF', 'MF']",63,3627.0,24,13,37,21,3,3,7,0,18.2,15.799999999999999,11.8,27.6,116.0,47.0,1.0,1129,1489,11.8,89,52.0,70.0,23.0,107.0,2.0,0.0,0.0,33,20,0,13,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.32,0.45,40.52,0.21,0.51,75.82,0.0,0.0,0.0,0.0
Aderlan Santos,BRA,1989.0,"['Rio Ave', 'AVS Futebol']",['DF'],92,7846.0,4,0,4,4,0,0,15,2,4.0,4.0,0.8999999999999999,4.800000000000001,54.0,16.0,2.0,4039,4691,0.8999999999999999,13,86.0,37.0,4.0,1.0,0.0,1.0,4.0,165,104,89,125,535,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,29.63,0.07,0.25,86.1,0.0,0.0,0.0,0.0
Adewele Sapara,NGA,1995.0,['Portimonense'],"['FW,MF']",5,117.0,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,1.0,0.0,0.0,32,39,0.1,2,3.0,1.0,0.0,6.0,0.0,0.0,0.0,5,4,0,3,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,82.05,0.0,0.0,0.0,0.0
Adi Nalic,BIH,1997.0,['Almere City'],"['MF,FW', 'FW,MF']",29,908.0,2,0,2,2,0,0,3,0,1.5,1.5,0.4,1.9,21.0,7.0,0.0,198,298,0.4,7,17.0,9.0,0.0,22.0,0.0,0.0,0.0,11,9,1,10,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.15,33.33,0.1,0.29,66.44,0.0,0.0,0.0,0.0
Adil Aouchiche,FRA,2002.0,['Lorient'],['MF'],11,250.0,0,0,0,0,0,0,0,0,0.5,0.5,0.1,0.6,8.0,3.0,0.0,115,154,0.1,1,4.0,5.0,0.0,17.0,0.0,0.0,0.0,5,2,0,4,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,37.5,0.0,0.0,74.68,0.0,0.0,0.0,0.0
Adil Auassar,NED,1986.0,"[""Sparta R'dam""]",['DF'],29,1918.0,0,0,0,0,0,0,0,1,0.2,0.2,0.3,0.5,4.0,2.0,0.0,1010,1182,0.3,3,21.0,7.0,2.0,2.0,0.0,0.0,0.0,34,23,26,34,112,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,50.0,0.0,0.0,85.45,0.0,0.0,0.0,0.0
Adil Rami,FRA,1985.0,['Troyes'],['DF'],20,1596.0,0,1,1,0,0,0,2,0,0.7,0.7,0.6,1.3,9.0,3.0,0.0,615,731,0.6,3,10.0,14.0,1.0,5.0,0.0,1.0,0.0,19,14,16,25,75,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.04,33.33,0.0,0.0,84.13,0.0,0.0,0.0,0.0
Adnan Januzaj,BEL,1995.0,['Sevilla'],"['FW,MF', 'FW']",14,352.0,0,0,0,0,0,0,0,0,0.7,0.7,0.0,0.7,7.0,1.0,0.0,127,168,0.0,3,7.0,18.0,0.0,17.0,0.0,0.0,0.0,5,4,0,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,14.29,0.0,0.0,75.6,0.0,0.0,0.0,0.0
Ado Onaiwu,JPN,1995.0,['Toulouse'],['FW'],34,1082.0,2,1,3,2,0,0,0,0,1.6,1.6,1.1,2.7,19.0,4.0,0.0,252,337,1.1,8,15.0,15.0,3.0,5.0,0.0,0.0,0.0,11,6,1,2,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.08,0.13,21.05,0.11,0.5,74.78,0.0,0.0,0.0,0.0
Adolfo Gaich,ARG,1999.0,['Hellas Verona'],['FW'],16,726.0,2,0,2,2,0,0,2,0,2.5,2.5,0.4,2.9,24.0,8.0,0.0,94,165,0.4,6,17.0,13.0,4.0,0.0,1.0,0.0,1.0,5,3,2,3,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.31,33.33,0.08,0.25,56.97,0.0,0.0,0.0,0.0
Adonis Frías,ARG,1998.0,['León'],"['DF,MF', 'DF']",58,4616.0,1,3,4,0,1,2,14,2,4.9,3.4,1.3,4.8,52.0,9.0,3.0,2057,2427,1.3,24,40.0,35.0,2.0,17.0,0.0,1.0,0.0,86,53,41,73,164,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.1,17.31,0.02,0.11,84.75,0.0,0.0,0.0,0.0
Adonis Preciado,ECU,1997.0,['Querétaro'],"['FW,MF']",15,1232.0,4,1,5,4,0,0,6,0,1.8,1.8,1.0,2.8,18.0,7.0,0.0,190,290,1.0,13,24.0,57.0,16.0,31.0,1.0,0.0,0.0,20,12,0,5,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.07,0.13,38.89,0.22,0.57,65.52,0.0,0.0,0.0,0.0
Adri Bosch,ESP,2001.0,['Granada'],['DF'],1,26.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,14,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.57,0.0,0.0,0.0,0.0
Adri Embarba,ESP,1992.0,"['Espanyol', 'Almería']","['FW,MF', 'FW']",66,3983.0,7,5,12,5,2,2,10,1,8.2,6.7,7.800000000000001,14.5,112.0,43.0,25.0,969,1491,7.800000000000001,84,60.0,71.0,26.0,300.0,0.0,0.0,0.0,106,64,1,24,21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.11,0.19,38.39,0.06,0.16,64.99,0.0,0.0,0.0,0.0
Adrian Bajrami,ALB,2002.0,['Benfica'],['DF'],1,12.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,12,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.67,0.0,0.0,0.0,0.0
Adrian Beck,GER,1997.0,['Heidenheim'],"['MF,FW']",28,1115.0,1,1,2,1,0,0,1,0,1.7,1.7,0.9,2.6,12.0,3.0,0.0,367,497,0.9,14,14.0,13.0,2.0,8.0,0.0,0.0,0.0,24,15,0,4,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.14,25.0,0.08,0.33,73.84,0.0,0.0,0.0,0.0
Adrian Benedyczak,POL,2000.0,['Parma'],"['MF,DF']",2,44.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,4,11,0.1,1,3.0,1.0,0.0,2.0,0.0,0.0,0.0,2,2,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.36,0.0,0.0,0.0,0.0
Adrian Bernabe,ESP,2001.0,['Parma'],['MF'],5,421.0,0,0,0,0,0,0,0,0,0.4,0.4,0.6,0.9,11.0,3.0,2.0,185,223,0.6,6,1.0,10.0,0.0,8.0,0.0,0.0,0.0,9,5,1,3,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,27.27,0.0,0.0,82.96,0.0,0.0,0.0,0.0
Adrian Blake,ENG,2005.0,['Utrecht'],"['FW,MF']",22,498.0,4,3,7,4,0,0,1,0,1.3,1.3,2.1,3.4,18.0,7.0,0.0,129,175,2.1,14,5.0,14.0,0.0,15.0,0.0,0.0,0.0,15,7,0,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.54,0.23,38.89,0.22,0.57,73.71,0.0,0.0,0.0,0.0
Adrian Fein,GER,1999.0,['Excelsior'],['MF'],14,728.0,0,0,0,0,0,0,2,0,0.1,0.1,0.4,0.5,3.0,1.0,0.0,257,318,0.4,5,8.0,2.0,0.0,3.0,0.0,0.0,0.0,14,5,1,2,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,33.33,0.0,0.0,80.82,0.0,0.0,0.0,0.0
Adrian Grbić,AUT,1996.0,['Lorient'],"['MF,FW', 'FW']",3,56.0,0,0,0,0,0,0,0,0,0.30000000000000004,0.30000000000000004,0.0,0.30000000000000004,5.0,0.0,3.0,8,15,0.0,0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,53.33,0.0,0.0,0.0,0.0
Adrian Mazilu,ROU,2005.0,['Vitesse'],['FW'],3,24.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,8,8,0.0,0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
Adrian Šemper,CRO,1998.0,['Pisa'],['GK'],5,450.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108,168,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,5,1,6.0,22.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.29,1.2,72.73,20.0,0.0
Adriano,BRA,1999.0,['Santa Clara'],"['MF', 'MF,DF']",63,4835.0,1,3,4,1,0,0,16,1,1.8,1.8,3.6,5.5,22.0,6.0,0.0,1802,2179,3.6,33,71.0,42.0,4.0,18.0,0.0,2.0,0.0,88,49,20,43,104,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.03,27.27,0.05,0.17,82.7,0.0,0.0,0.0,0.0
Adriano Bertaccini,BEL,2000.0,['Sint-Truiden'],"['MF,FW', 'FW,MF']",30,2260.0,16,1,17,14,2,2,8,0,12.600000000000001,11.0,0.9,11.9,85.0,30.0,5.0,369,521,0.9,12,27.0,30.0,15.0,12.0,0.0,0.0,0.0,18,10,2,4,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.04,0.5,35.29,0.19,0.53,70.83,0.0,0.0,0.0,0.0
